neighborhood,sqft_living,sqft_lot,bedrooms,bathrooms,floors,has_basement,basement_sqft,garage_cars,has_pool,year_built,house_age_years,renovated,condition_score,quality_grade,school_rating,crime_rate_per_1000,dist_city_center_km,dist_school_km,dist_hospital_km,property_tax_rate_pct,hoa_monthly_usd,market_trend,price_usd
Industrial,3496,7027,6,4,2.0,1,1235,2,0,1992,32,1,8,2,1.7,6.59,11.79,5.24,11.58,0.637,0,Declining,676900
Suburbs,3703,6075,6,4,2.0,0,0,2,0,2020,4,0,10,3,4.9,4.51,12.61,6.0,10.91,1.381,0,Stable,796300
Suburbs,3040,6393,6,4,3.0,1,1427,3,1,1968,56,0,5,3,4.8,3.81,13.05,5.27,8.64,1.204,106,Rising,802700
Suburbs,4735,12385,8,4,2.0,1,546,1,0,1976,48,0,7,3,3.6,3.13,15.14,7.76,9.31,1.262,0,Stable,923000
Suburbs,4402,6308,7,4,2.0,1,1111,1,1,1967,57,0,6,3,2.9,3.15,16.39,6.65,11.66,1.078,0,Stable,861300
Downtown,1444,3750,3,2,1.0,0,0,3,0,1962,62,1,6,5,5.4,2.15,0.97,0.84,4.52,1.132,304,Rising,508000
Rural,1046,2813,3,1,1.5,0,0,2,0,1950,74,0,6,2,3.8,5.84,57.16,15.0,30.0,0.972,0,Stable,233700
Suburbs,4515,6923,7,5,2.0,1,1114,0,0,1983,41,1,9,2,4.8,3.83,8.34,4.59,7.64,1.35,0,Stable,940100
Rural,3709,6240,6,4,1.0,1,443,1,0,1962,62,1,9,3,2.1,8.13,48.27,15.0,28.98,0.993,0,Stable,689900
Rural,1834,4187,2,1,1.0,1,1029,0,0,2000,24,0,8,3,1.8,7.36,58.19,15.0,30.0,1.019,0,Rising,404100
Suburbs,826,2154,1,1,1.0,0,0,3,0,1950,74,0,5,4,5.5,4.52,19.43,7.86,12.45,1.336,0,Rising,325700
Downtown,4743,8453,7,4,1.0,0,0,1,0,1977,47,0,8,5,4.5,5.15,2.37,2.55,3.69,1.189,162,Stable,915500
Waterfront,3559,8082,6,3,2.0,1,674,3,1,1981,43,0,6,5,6.5,2.36,13.73,6.92,13.2,1.252,132,Stable,934700
Suburbs,2430,6283,5,3,2.0,0,0,3,0,2021,3,0,10,4,5.1,4.74,16.54,8.28,14.32,1.017,0,Declining,561000
Downtown,4379,6944,6,3,1.5,0,0,2,0,2004,20,1,10,5,6.8,3.31,1.83,2.09,2.65,1.42,179,Declining,886000
Industrial,786,6569,2,1,1.0,0,0,0,0,1975,49,0,7,1,1.9,7.65,14.57,7.33,11.71,0.899,106,Rising,242500
Downtown,3477,8574,6,3,2.0,0,0,0,0,1963,61,1,7,5,6.3,2.02,1.73,1.45,3.55,1.208,103,Rising,940800
Rural,3135,9053,5,3,1.0,0,0,2,0,2017,7,0,9,3,4.0,5.88,46.69,15.0,28.66,0.691,0,Rising,654600
Industrial,2532,8733,4,3,2.0,1,373,2,0,2012,12,0,9,2,1.4,6.11,16.78,8.32,15.02,0.958,0,Rising,642800
Suburbs,3524,6645,5,3,2.0,1,737,2,0,1963,61,0,6,4,4.8,4.66,18.57,7.77,13.27,1.142,106,Stable,816600
Downtown,1448,6215,2,2,1.0,0,0,2,0,1976,48,0,4,4,5.6,2.92,2.26,1.75,3.88,1.183,474,Stable,538300
Downtown,2632,3911,6,5,2.0,0,0,3,1,1990,34,0,7,5,4.9,0.66,2.43,2.45,4.7,1.051,576,Rising,709500
Suburbs,1852,8820,2,1,2.0,1,607,2,0,1952,72,0,5,4,4.9,4.78,11.5,5.67,7.86,1.205,0,Rising,531600
Downtown,2481,8837,3,2,1.0,0,0,2,0,2008,16,0,8,4,4.8,3.18,1.18,1.84,1.82,1.035,250,Rising,773900
Rural,869,4580,2,1,1.0,0,0,3,0,1972,52,0,7,3,3.3,8.3,56.62,15.0,30.0,0.859,0,Stable,274300
Downtown,2230,7567,4,2,3.0,1,775,1,0,1967,57,0,5,4,7.2,4.03,0.74,0.36,2.37,1.199,381,Stable,635100
Suburbs,3803,6744,6,4,1.0,1,824,1,0,2023,1,0,10,4,4.5,5.5,18.06,7.28,11.83,1.271,106,Rising,691700
Industrial,2174,5394,4,2,2.5,0,0,1,0,1990,34,0,8,2,2.3,5.73,22.89,11.04,18.37,0.97,106,Rising,492100
Waterfront,3492,9948,6,3,2.0,1,861,1,1,1957,67,0,7,4,7.0,3.84,11.87,6.64,10.69,1.28,338,Stable,778600
Rural,2295,2723,3,1,1.0,1,868,2,0,1981,43,1,8,2,3.9,6.02,42.41,15.0,29.94,0.958,106,Declining,437000
Suburbs,3858,4228,7,4,1.0,0,0,1,0,1990,34,0,8,3,4.2,3.34,15.38,6.45,13.47,1.083,0,Rising,820000
Rural,3862,4356,7,5,2.0,1,490,2,0,1994,30,0,9,3,3.5,3.44,57.89,15.0,30.0,1.113,106,Rising,794700
Suburbs,2045,6529,3,1,1.5,1,1460,3,0,1958,66,1,9,4,2.6,5.74,12.71,5.55,8.84,1.273,106,Rising,755100
Suburbs,819,1444,1,1,2.0,0,0,1,0,1997,27,0,8,4,4.0,3.83,8.42,4.04,8.13,1.261,0,Rising,362000
Downtown,652,5924,2,1,3.0,0,0,2,0,1973,51,1,10,5,6.4,2.77,1.18,0.95,1.64,1.287,500,Stable,439100
Industrial,2357,7755,6,3,2.5,0,0,0,0,1993,31,0,8,1,2.0,7.47,10.0,5.59,6.66,1.008,0,Rising,570800
Suburbs,2266,9267,4,2,1.0,1,371,1,0,2007,17,0,8,2,4.5,6.4,5.28,3.61,6.33,1.007,106,Stable,610500
Suburbs,3385,4503,6,4,2.5,0,0,2,0,2015,9,0,7,3,4.0,3.9,16.68,6.83,13.13,1.093,0,Declining,647900
Suburbs,1319,4772,2,1,2.5,0,0,3,0,1967,57,0,5,4,3.9,4.15,12.9,6.55,8.52,1.079,106,Stable,430600
Suburbs,1005,1703,3,3,3.0,0,0,2,0,1978,46,1,7,3,2.9,5.33,19.04,8.66,13.19,1.157,0,Stable,373600
Waterfront,2894,9011,5,3,2.0,1,1204,0,0,1951,73,0,4,4,5.7,2.17,8.54,3.68,5.46,1.328,496,Rising,847600
Rural,671,3680,1,1,2.0,0,0,2,0,2017,7,0,10,2,3.3,5.25,30.06,13.5,21.61,0.991,0,Rising,341700
Waterfront,2653,7814,5,2,2.0,1,351,1,0,1988,36,0,6,4,6.2,0.5,14.58,6.0,13.69,1.001,331,Stable,657800
Downtown,1829,2854,3,1,1.0,1,1303,1,0,2022,2,0,10,4,5.1,4.52,1.09,0.79,4.35,1.351,259,Rising,671300
Suburbs,2167,6146,3,2,3.0,1,873,2,0,1990,34,0,9,3,3.7,4.45,8.06,3.52,9.06,1.06,0,Rising,597500
Suburbs,4282,6340,8,4,1.0,1,1442,0,0,2020,4,0,8,4,4.4,4.82,6.49,4.47,6.28,1.066,0,Rising,913600
Downtown,3553,5871,5,3,1.0,0,0,2,1,1971,53,0,8,4,4.7,2.33,2.31,2.32,1.86,1.289,150,Rising,894400
Suburbs,1298,7889,1,2,3.0,0,0,2,0,1998,26,0,8,4,4.1,4.98,17.08,7.65,13.88,1.098,0,Stable,467100
Waterfront,1426,1771,4,3,1.0,0,0,2,1,1977,47,1,9,4,6.1,1.8,6.01,4.05,4.89,1.252,389,Declining,468700
Downtown,948,6885,1,1,3.0,0,0,0,0,1965,59,0,6,4,5.1,3.11,0.96,0.82,2.52,1.258,207,Declining,392700
Suburbs,4508,10123,8,4,2.0,0,0,3,0,2017,7,0,9,3,5.6,4.3,13.32,7.19,11.51,1.165,0,Stable,995500
Suburbs,907,7832,2,1,1.0,0,0,2,0,2011,13,0,7,4,3.9,5.52,18.62,8.84,15.7,1.125,106,Rising,380400
Downtown,4016,8781,6,3,1.5,1,1369,2,0,1985,39,0,7,5,5.2,3.69,2.15,1.98,3.72,1.237,314,Rising,1142000
Suburbs,2934,6711,5,3,2.0,1,905,1,1,1971,53,0,7,4,5.3,3.41,8.55,5.01,9.94,1.382,0,Rising,834100
Industrial,3409,3801,6,3,2.0,0,0,2,0,1960,64,1,10,2,2.8,7.8,23.97,10.88,16.98,1.105,0,Rising,706400
Waterfront,4158,9545,6,4,3.0,0,0,2,0,1991,33,0,7,5,6.4,2.06,11.26,6.28,7.37,1.346,275,Stable,924800
Industrial,4077,10914,7,4,2.5,1,1207,1,0,2004,20,1,9,2,1.9,6.11,24.67,11.53,17.39,1.023,0,Declining,876400
Suburbs,3286,7374,5,3,1.0,0,0,0,0,2022,2,0,10,3,5.1,4.83,14.59,6.23,13.06,1.319,0,Stable,752000
Downtown,3585,3836,5,3,1.0,0,0,2,0,1984,40,1,10,5,6.2,3.15,0.79,0.8,3.16,1.322,517,Stable,792700
Suburbs,875,8100,1,1,3.0,0,0,3,0,2006,18,0,9,3,5.0,2.73,12.02,4.94,10.95,1.289,106,Stable,468400
Suburbs,3147,5757,5,3,2.0,1,417,2,0,1983,41,0,7,3,4.6,3.55,17.82,7.57,13.43,1.293,0,Stable,662300
Waterfront,3364,5384,5,3,1.0,1,1378,1,1,2022,2,0,10,4,6.4,3.39,3.71,2.17,4.96,1.327,170,Declining,800100
Downtown,936,4100,3,2,2.5,0,0,2,0,2019,5,0,9,4,5.6,3.38,1.12,0.51,2.1,1.287,382,Stable,517600
Suburbs,2573,5294,4,2,2.5,0,0,3,0,1953,71,1,8,3,4.9,4.68,12.69,5.71,8.62,1.127,0,Stable,645800
Suburbs,3579,5648,5,4,2.0,0,0,2,0,1995,29,0,9,3,4.7,6.38,11.15,6.0,8.08,1.353,0,Rising,846400
Suburbs,4568,7336,8,5,1.5,0,0,1,1,1960,64,0,5,3,3.6,5.36,13.62,7.13,10.38,1.153,0,Rising,1010700
Rural,1510,7592,1,1,2.0,1,967,3,0,2010,14,0,9,2,2.6,6.11,59.62,15.0,30.0,0.922,106,Stable,444800
Suburbs,2596,8346,4,3,2.0,1,1331,1,0,1984,40,0,7,4,6.1,3.68,18.76,7.52,15.4,1.195,106,Rising,719900
Suburbs,3729,5796,6,4,3.0,0,0,2,1,2018,6,0,10,3,3.3,3.35,8.45,3.67,5.89,1.138,0,Stable,916800
Suburbs,4804,12469,8,5,3.0,1,730,2,0,2006,18,1,9,5,5.8,3.61,9.53,5.56,8.48,1.056,0,Stable,1117100
Suburbs,4357,12159,8,5,2.0,0,0,3,0,1960,64,1,7,4,5.1,2.25,7.43,3.91,6.54,1.062,0,Stable,989100
Waterfront,927,3865,4,2,2.0,0,0,3,0,1961,63,1,8,5,6.0,1.04,12.66,7.03,10.45,1.26,551,Rising,525800
Industrial,2399,5868,5,3,3.0,1,406,3,1,1992,32,0,6,1,1.2,7.87,9.54,5.59,8.96,0.992,0,Rising,642000
Industrial,914,4313,2,2,1.0,0,0,0,1,1968,56,0,7,2,2.3,8.93,18.07,9.01,12.24,0.839,0,Stable,302600
Waterfront,4145,6924,8,5,1.0,0,0,3,1,2017,7,0,10,5,5.5,2.57,12.16,5.12,11.89,1.216,569,Stable,925400
Suburbs,1734,8037,2,1,2.5,0,0,0,0,2008,16,0,9,3,5.5,3.32,12.69,6.03,12.29,1.25,0,Rising,594600
Rural,3346,9076,6,4,1.0,0,0,1,0,1951,73,0,5,3,2.5,2.16,30.04,14.0,18.55,0.77,0,Declining,585600
Suburbs,2120,6325,3,2,1.0,0,0,2,0,1957,67,1,9,2,4.5,6.21,11.57,4.93,10.46,1.126,0,Stable,467400
Suburbs,755,5890,2,1,1.0,0,0,2,1,1971,53,1,8,3,4.8,2.56,14.46,6.93,8.84,1.153,0,Stable,367200
Waterfront,2324,9756,4,3,1.5,0,0,2,1,1970,54,0,6,5,5.5,0.73,13.27,6.0,8.19,1.316,490,Stable,703900
Downtown,3943,4383,6,4,1.0,1,1294,2,0,1978,46,0,7,4,6.3,2.56,1.34,1.31,5.59,1.204,163,Rising,1038700
Industrial,1486,5126,2,1,1.0,0,0,3,0,1986,38,0,8,1,2.1,7.03,18.93,9.35,14.83,0.936,106,Declining,340800
Suburbs,3673,8504,7,4,3.0,0,0,1,0,1978,46,0,7,3,3.4,4.18,9.57,5.0,7.36,1.211,0,Declining,754800
Rural,3405,5012,5,3,2.0,0,0,1,0,1986,38,0,10,3,3.1,5.22,58.98,15.0,30.0,1.02,0,Stable,712500
Rural,1321,5023,2,1,2.0,0,0,3,0,1970,54,0,7,2,3.6,6.75,23.97,10.93,18.61,1.202,0,Stable,374100
Industrial,1512,5750,2,1,1.0,1,413,0,0,1961,63,0,6,2,3.3,6.46,16.59,7.69,14.31,1.037,106,Stable,343400
Rural,3957,4239,7,4,2.0,1,874,2,0,1997,27,1,10,3,3.4,5.65,40.23,15.0,24.24,1.106,0,Stable,776300
Rural,1470,6747,3,2,2.0,0,0,2,0,1996,28,0,8,2,3.8,5.92,40.86,15.0,28.61,1.033,0,Rising,468300
Downtown,4708,8676,6,3,2.0,1,423,2,1,1964,60,0,6,4,6.0,2.1,2.53,2.95,5.78,1.413,588,Stable,903700
Suburbs,1097,2247,2,1,1.0,0,0,2,1,2016,8,0,10,3,4.0,2.66,7.33,4.51,7.38,1.094,0,Rising,502800
Suburbs,2356,3166,3,2,1.5,0,0,1,1,1962,62,0,7,3,4.1,2.74,13.22,6.26,10.33,1.035,0,Rising,594800
Rural,1717,6586,4,3,2.5,1,1243,3,0,2008,16,1,9,2,1.4,4.92,45.27,15.0,27.72,1.016,0,Rising,528800
Suburbs,4009,10638,6,3,2.0,1,1453,1,0,2022,2,0,10,3,4.5,4.71,14.46,5.87,9.87,1.124,0,Rising,891800
Rural,3428,8712,6,4,2.0,1,1103,2,0,1962,62,1,8,3,3.5,6.73,43.55,15.0,28.58,1.011,106,Stable,811400
Downtown,2247,6052,4,2,2.0,0,0,0,1,2021,3,0,9,5,4.6,2.59,1.17,1.15,5.03,1.423,525,Rising,656100
Downtown,3583,8337,7,5,1.5,1,875,2,0,1968,56,0,6,5,6.6,2.65,0.67,0.53,4.42,1.146,593,Stable,886400
Rural,742,4225,3,1,2.0,0,0,2,0,2006,18,0,8,2,2.9,7.65,28.69,11.93,19.69,1.019,0,Rising,281500
Downtown,3361,5734,5,4,1.0,0,0,3,0,1981,43,1,8,5,5.0,3.53,2.96,1.35,5.7,1.062,333,Stable,904000
Downtown,4035,7719,6,3,2.0,1,1369,2,1,1970,54,0,9,6,4.6,4.79,2.75,2.15,5.48,1.414,492,Stable,980400
Downtown,3031,4753,5,4,3.0,1,1491,2,0,1963,61,0,5,4,6.8,2.22,1.49,0.85,3.79,0.993,303,Rising,789300
Industrial,2448,9216,3,2,2.0,1,921,3,0,1973,51,0,7,1,3.2,5.69,11.13,5.94,7.78,0.989,0,Stable,566000
Rural,3296,6097,6,2,1.0,1,345,2,0,1998,26,0,8,3,2.7,7.45,20.77,8.97,14.2,0.891,0,Stable,707100
Suburbs,2317,5174,5,3,1.0,0,0,2,1,1981,43,0,8,3,5.3,4.14,18.75,8.84,12.07,1.011,0,Rising,597700
Suburbs,3672,9952,6,4,2.0,0,0,2,0,1960,64,1,8,3,4.5,3.2,8.26,5.07,4.99,1.062,0,Rising,854300
Suburbs,1667,7529,2,2,3.0,1,386,2,0,2009,15,0,10,2,4.2,4.75,10.69,4.45,6.82,1.04,0,Rising,634600
Waterfront,3386,10911,5,3,2.0,0,0,2,0,2017,7,0,10,5,5.5,1.65,3.94,3.55,6.16,1.277,150,Stable,871200
Rural,4391,6750,7,4,2.0,1,564,1,0,2010,14,0,8,1,2.8,7.08,27.48,12.28,16.66,0.897,106,Stable,721100
Suburbs,1888,4537,3,2,1.0,0,0,2,0,1954,70,0,5,4,4.4,4.75,13.03,5.32,9.82,1.254,0,Stable,485600
Suburbs,4471,8501,6,4,2.0,1,1002,2,0,1985,39,0,8,5,4.7,3.9,11.72,5.32,11.96,1.283,106,Rising,1019100
Downtown,2406,2727,3,2,2.0,1,531,3,0,2013,11,0,10,5,6.8,0.89,0.84,2.11,4.48,1.39,552,Rising,760600
Rural,2104,6672,3,2,3.0,0,0,3,1,1981,43,1,9,1,4.6,5.14,40.16,15.0,27.85,0.872,0,Rising,612200
Waterfront,3908,5425,6,3,1.0,1,625,2,0,2020,4,0,10,3,5.2,4.32,13.67,6.04,9.58,1.172,233,Rising,943100
Suburbs,3551,8244,4,3,2.0,1,696,2,0,2023,1,0,10,3,5.0,6.26,7.53,4.89,7.73,1.102,0,Rising,874700
Downtown,671,3389,1,1,1.5,0,0,2,0,2015,9,0,8,5,5.8,6.03,1.14,2.03,3.18,1.169,165,Rising,430200
Downtown,2290,7570,3,2,2.0,1,1255,2,0,1959,65,0,6,5,6.0,3.4,1.38,2.02,3.95,1.305,363,Stable,752300
Industrial,1944,3374,3,2,2.5,0,0,3,1,1970,54,0,6,2,2.0,5.78,9.08,5.41,7.63,1.007,0,Declining,397700
Suburbs,3903,5236,6,4,1.0,1,1032,3,0,1989,35,1,10,4,5.0,5.77,14.86,7.48,11.57,1.057,0,Rising,804700
Waterfront,3713,11520,6,3,1.0,0,0,3,0,1991,33,0,6,6,5.0,2.18,5.92,2.94,8.49,1.222,405,Declining,796500
Rural,1482,2983,3,2,2.0,0,0,1,0,2021,3,0,10,2,5.4,5.43,41.51,15.0,26.55,1.022,0,Stable,391500
Suburbs,4834,9068,8,5,2.0,1,690,3,0,1995,29,0,8,3,4.9,4.57,16.06,8.11,10.72,1.133,0,Declining,894900
Suburbs,3262,11197,6,3,1.0,1,343,3,0,2022,2,0,10,3,5.2,6.44,6.84,3.1,6.35,1.076,0,Rising,828400
Downtown,2104,4214,4,3,1.5,0,0,2,0,1990,34,0,8,5,4.9,2.79,0.94,0.7,3.19,1.114,194,Declining,545800
Rural,3063,9975,4,2,2.0,1,781,2,1,1953,71,0,7,2,2.5,6.27,49.07,15.0,29.87,1.1,0,Declining,592200
Waterfront,3153,4858,5,3,3.0,1,1497,2,0,1963,61,0,7,5,5.0,0.66,5.19,2.46,7.14,1.132,286,Declining,701800
Rural,1332,4717,1,1,1.0,0,0,2,0,1963,61,1,6,2,4.0,6.38,39.59,15.0,25.86,1.096,0,Stable,344400
Suburbs,2348,4464,4,2,2.5,0,0,3,0,2002,22,1,10,4,3.9,4.97,11.76,6.38,9.12,1.174,0,Rising,547500
Downtown,4524,11764,8,4,1.0,1,1071,2,1,1978,46,0,7,4,5.5,2.81,1.11,2.08,3.96,1.139,433,Rising,1166600
Industrial,1023,6138,3,2,1.0,0,0,2,0,1972,52,1,10,2,2.2,7.07,10.79,4.62,10.34,1.026,0,Declining,330900
Waterfront,4078,11274,7,4,1.0,0,0,2,0,1980,44,1,7,4,6.3,2.77,12.99,6.61,12.72,1.178,477,Rising,1021300
Suburbs,2191,5939,4,3,2.5,1,1384,2,0,2020,4,0,9,2,3.8,2.91,6.15,3.71,4.56,1.207,0,Rising,619000
Industrial,1092,4049,1,1,1.0,0,0,3,1,2010,14,0,8,2,2.9,4.35,15.99,6.95,11.32,0.896,0,Rising,386500
Rural,791,2947,1,1,2.0,0,0,2,0,1972,52,0,7,3,3.9,6.13,56.97,15.0,30.0,1.036,0,Stable,229800
Rural,1098,7762,1,1,2.0,0,0,2,0,1957,67,0,6,2,2.5,5.98,23.52,9.91,18.52,1.02,106,Stable,360400
Rural,1856,2234,4,2,3.0,1,410,1,0,1965,59,1,8,3,3.0,6.93,43.2,15.0,28.66,0.963,0,Declining,409400
Waterfront,2568,3664,5,3,2.5,1,848,2,1,1975,49,0,5,5,6.4,5.38,9.38,4.39,9.89,1.219,162,Declining,612900
Rural,4922,11484,8,5,2.0,1,1326,2,0,1978,46,1,8,2,3.2,7.81,36.83,15.0,27.02,0.961,0,Stable,848300
Downtown,2786,9918,5,3,2.5,0,0,3,1,1955,69,0,4,4,5.0,0.5,2.58,1.08,4.3,1.342,468,Stable,710900
Suburbs,1416,7684,2,2,2.0,0,0,1,0,1986,38,0,9,4,5.2,7.19,12.39,6.77,8.02,1.08,106,Rising,541200
Industrial,3820,5571,8,5,2.5,1,643,2,0,1982,42,0,6,1,3.4,7.88,14.11,7.15,10.27,0.968,0,Rising,847200
Suburbs,2073,2764,2,1,1.0,0,0,1,0,1995,29,0,8,4,5.7,3.85,8.43,4.32,5.24,0.941,0,Declining,482300
Suburbs,1686,1946,3,2,1.0,0,0,2,0,2010,14,0,9,4,5.1,5.94,18.85,9.43,15.56,1.081,106,Stable,471700
Suburbs,4799,6076,8,5,2.0,1,382,3,0,1990,34,1,9,4,5.2,1.1,9.77,4.5,5.95,1.213,0,Rising,1052700
Suburbs,2474,8473,3,3,1.5,1,1076,2,0,1967,57,0,6,3,4.4,3.51,13.51,6.75,11.07,1.197,0,Rising,706600
Rural,1470,8351,3,2,1.5,0,0,2,0,1965,59,0,6,3,2.4,6.49,43.78,15.0,26.8,1.069,0,Stable,399500
Industrial,2642,5737,4,2,2.0,0,0,2,0,2000,24,0,8,2,2.3,7.16,21.67,9.3,13.04,0.972,0,Rising,547100
Suburbs,872,8203,2,1,1.5,0,0,0,0,1986,38,0,7,2,6.3,5.98,18.56,9.11,12.42,1.175,106,Rising,411300
Downtown,1629,5989,2,2,2.0,1,753,2,0,1963,61,0,5,5,5.3,4.33,2.72,2.66,4.39,1.369,492,Declining,502600
Suburbs,3818,7701,7,4,1.0,0,0,2,1,2017,7,0,10,3,5.0,4.99,10.43,4.76,6.63,1.058,0,Rising,968300
Industrial,4669,5454,8,5,3.0,0,0,2,0,1979,45,1,8,2,2.6,6.75,9.57,3.99,8.82,1.098,0,Stable,870900
Rural,1651,7674,3,2,3.0,1,1412,3,0,2009,15,0,9,2,2.7,7.4,42.94,15.0,29.12,0.937,0,Stable,546900
Suburbs,4633,11147,8,5,3.0,1,632,2,0,2002,22,0,8,3,5.7,3.45,9.91,5.48,10.79,1.18,106,Stable,1129100
Waterfront,2173,9813,3,1,1.5,1,609,2,0,1985,39,0,8,5,7.1,3.43,14.2,5.88,13.02,1.164,319,Stable,554300
Industrial,3790,7950,7,4,2.0,0,0,3,0,1979,45,1,7,1,4.2,6.21,18.84,8.88,14.14,1.06,0,Declining,715500
Waterfront,4988,8958,8,4,3.0,1,653,3,1,2013,11,0,10,4,5.4,2.85,4.31,3.5,6.55,1.121,473,Rising,1243000
Industrial,4397,5131,7,4,3.0,1,1123,2,1,1963,61,0,6,2,2.6,5.34,16.12,6.81,11.49,0.875,106,Declining,804800
Suburbs,3889,7551,6,4,2.0,0,0,1,0,1972,52,1,10,4,4.7,5.41,8.77,5.23,8.19,1.139,106,Rising,906400
Waterfront,4347,8558,8,5,1.5,0,0,2,0,1997,27,1,9,4,5.5,1.97,12.26,5.01,9.37,1.171,551,Rising,1048000
Suburbs,2705,9741,5,3,2.0,0,0,2,0,1977,47,0,6,4,4.2,2.52,17.71,8.42,12.31,1.079,0,Rising,724300
Waterfront,907,4505,1,1,2.0,0,0,0,0,1956,68,0,7,5,6.1,1.34,9.07,5.21,9.08,1.238,396,Declining,406800
Rural,3959,6314,6,3,1.0,1,1209,0,0,1991,33,0,7,1,2.7,5.88,34.24,14.59,22.03,0.9,0,Rising,820900
Waterfront,3776,9942,5,2,2.0,1,1060,0,0,1959,65,0,6,5,5.3,1.41,8.19,3.68,6.82,1.263,127,Rising,937700
Rural,1851,9380,3,2,2.5,1,794,2,0,2017,7,0,9,3,3.1,7.11,33.63,15.0,22.01,1.062,0,Rising,559900
Suburbs,3347,10504,5,4,2.0,1,1492,2,0,1993,31,0,7,4,3.9,3.83,18.59,7.48,15.51,0.993,0,Rising,898600
Suburbs,2117,3321,2,2,2.0,1,941,2,0,1962,62,0,7,3,4.3,5.29,14.01,6.71,9.26,1.174,0,Stable,539400
Industrial,1978,4677,2,1,2.0,0,0,1,0,1982,42,1,8,2,2.6,6.74,24.07,10.37,16.35,0.995,0,Rising,506900
Industrial,2561,8086,6,4,3.0,0,0,2,0,1981,43,1,7,2,2.2,7.94,17.7,8.0,15.06,1.019,0,Stable,517600
Downtown,4905,11838,8,5,2.0,1,429,1,0,1997,27,0,8,5,5.5,2.93,2.1,1.91,1.34,1.237,377,Stable,1106200
Suburbs,3463,8798,7,5,2.0,0,0,1,0,1954,70,0,5,4,5.9,3.86,6.84,3.81,8.84,1.185,0,Stable,797800
Downtown,3256,3782,5,2,2.0,1,1033,2,1,2010,14,0,10,5,6.6,1.67,1.22,0.9,5.23,1.26,116,Stable,823700
Rural,3094,7997,6,3,2.0,0,0,2,1,1952,72,0,5,3,3.1,6.33,27.64,12.42,18.67,1.05,106,Rising,688800
Waterfront,4605,7511,8,5,2.0,0,0,2,0,1973,51,0,7,4,5.3,3.38,9.86,3.98,9.18,1.287,514,Rising,1107100
Suburbs,4163,4364,6,4,2.0,1,1301,2,0,1983,41,1,7,4,5.2,3.34,14.78,5.95,13.82,1.304,0,Stable,883700
Suburbs,1522,2755,1,1,2.0,1,763,1,0,1991,33,0,8,4,6.4,4.15,12.59,5.99,10.33,1.281,106,Stable,537600
Waterfront,4832,7513,7,4,2.0,1,440,2,0,1969,55,0,6,5,7.0,1.84,11.23,5.58,7.22,1.239,375,Stable,1079000
Rural,3559,3883,5,3,1.0,1,1181,1,0,1990,34,0,8,3,2.1,8.57,39.46,15.0,27.94,0.963,0,Stable,629200
Suburbs,783,2087,3,2,1.0,0,0,1,0,1969,55,0,6,3,4.5,4.54,14.86,7.05,9.59,1.277,106,Stable,290300
Rural,3958,10786,6,4,1.0,0,0,2,0,1955,69,0,5,2,2.5,6.36,51.42,15.0,30.0,1.254,0,Rising,744300
Suburbs,1998,4897,3,2,3.0,1,472,2,0,2006,18,0,9,5,4.0,3.58,9.14,4.35,9.85,1.147,0,Stable,542200
Suburbs,3396,5457,7,5,1.0,0,0,1,1,1991,33,0,8,3,5.5,5.23,14.56,7.13,10.02,1.2,106,Rising,638500
Rural,1136,6605,2,1,1.0,0,0,1,0,1974,50,0,7,3,3.8,6.25,20.07,9.94,15.77,0.992,0,Stable,323700
Rural,1873,9016,3,2,1.0,1,1216,2,0,1990,34,0,8,2,4.2,6.17,52.71,15.0,30.0,1.078,106,Rising,620800
Industrial,3567,6687,6,4,2.0,0,0,2,0,1990,34,1,7,2,2.8,7.0,19.63,9.42,15.58,0.777,0,Rising,706900
Rural,3649,11356,6,4,1.0,1,1315,1,0,1952,72,0,7,2,3.0,4.92,37.6,15.0,23.72,0.973,0,Declining,711300
Waterfront,1696,2024,3,2,2.0,1,1380,2,0,1992,32,1,8,5,6.1,4.3,3.74,3.02,4.34,1.322,162,Rising,717600
Suburbs,1905,2542,3,1,1.0,1,797,1,0,1995,29,0,8,4,4.0,5.27,14.2,6.98,10.11,1.063,0,Rising,552700
Suburbs,1515,6561,3,2,2.5,1,468,2,0,2006,18,1,10,3,5.6,4.18,13.01,6.48,9.05,1.205,106,Declining,505300
Downtown,3681,6429,7,4,3.0,0,0,0,1,2023,1,0,10,4,5.1,2.79,0.69,2.06,1.99,1.277,550,Stable,932800
Suburbs,4847,8176,8,4,3.0,1,860,2,0,2000,24,0,8,3,4.4,3.11,7.51,3.47,6.12,1.208,0,Stable,1000800
Rural,1628,3049,3,3,1.5,0,0,0,1,1954,70,0,6,3,2.8,4.48,27.27,11.64,21.14,0.974,0,Stable,376100
Industrial,2577,9131,5,3,2.0,0,0,2,0,2022,2,0,10,2,1.0,6.03,15.17,6.23,11.77,1.052,0,Stable,600700
Downtown,3954,5055,7,4,2.0,1,754,2,0,1964,60,0,6,4,6.3,4.29,1.07,1.88,2.95,1.41,121,Rising,876000
Suburbs,3111,9499,5,3,1.5,0,0,2,0,1988,36,0,6,3,4.0,3.7,10.0,5.69,8.52,1.101,0,Rising,684600
Waterfront,870,4238,2,1,1.5,0,0,0,0,2019,5,0,9,4,6.5,3.8,4.72,2.7,7.81,1.183,562,Stable,378200
